budget,industry,target_age_group,campaign_goal,impressions,clicks,conversions,engagement_rate,cost_per_click,best_platform
23347.07,Food,13-17,Awareness,1612737,245211,17410,0.1509,0.1,TikTok
21513.39,Gaming,35-44,Conversion,1735094,3426,214,0.0091,6.28,LinkedIn
25449.27,Education,35-44,Lead Generation,2433413,124603,13627,0.0514,0.2,Instagram
38548.44,Fashion,35-44,Lead Generation,2790049,107310,8469,0.0398,0.36,Facebook
8596.59,Real Estate,35-44,Conversion,776266,33392,2891,0.0463,0.26,LinkedIn
18957.33,Healthcare,35-44,Engagement,1735713,69949,4215,0.031,0.27,Pinterest
597.15,Fashion,35-44,Conversion,54483,1932,160,0.0327,0.31,Facebook
37862.72,Real Estate,13-17,Lead Generation,3429380,455138,55214,0.1272,0.08,YouTube Shorts
697.18,Real Estate,18-24,Traffic,58133,6378,658,0.1092,0.11,TikTok
5565.09,E-commerce,25-34,Traffic,468581,11437,952,0.0249,0.49,LinkedIn
18499.12,Travel,35-44,Awareness,1497181,144481,7197,0.0954,0.13,Pinterest
37548.62,Healthcare,35-44,Awareness,3267117,69032,3123,0.0209,0.54,Pinterest
45695.13,Automotive,35-44,Lead Generation,3886005,135068,12859,0.0328,0.34,LinkedIn
33909.46,Gaming,25-34,Traffic,2785841,273646,23874,0.085,0.12,Instagram
34630.74,Real Estate,45-54,Traffic,3297595,44649,3202,0.0155,0.78,Twitter
23312.01,Healthcare,45-54,Conversion,1814861,43776,2482,0.0208,0.53,Facebook
6916.64,Gaming,18-24,Engagement,558533,40750,1716,0.0691,0.17,Twitter
11016.45,Travel,35-44,Awareness,811662,388,30,0.0035,28.35,LinkedIn
25860.26,Automotive,13-17,Conversion,1639248,198456,19281,0.1271,0.13,TikTok
1557.65,Healthcare,13-17,Conversion,138980,18350,1424,0.1275,0.08,TikTok
5502.12,Automotive,45-54,Awareness,546155,15408,1057,0.0217,0.36,Facebook
29770.59,Education,18-24,Conversion,2423842,187975,19830,0.0698,0.16,Instagram
34539.06,Education,25-34,Conversion,3024398,160921,9678,0.045,0.21,LinkedIn
12816.87,Fashion,13-17,Awareness,1532097,216012,21256,0.1378,0.06,TikTok
42042.27,Travel,13-17,Awareness,2744399,204955,20362,0.0823,0.21,TikTok
1491.38,Healthcare,25-34,Engagement,140536,4514,397,0.0293,0.33,Pinterest
39150.04,Food,55+,Engagement,3165398,58132,4033,0.025,0.67,Facebook
46647.95,Tech,25-34,Awareness,4561125,102525,7236,0.0221,0.45,LinkedIn
3034.64,Fashion,13-17,Awareness,242770,5906,347,0.0243,0.51,Twitter
28471.49,E-commerce,18-24,Lead Generation,2159477,246429,23515,0.117,0.12,TikTok
29719.97,Services,35-44,Traffic,2725547,101332,6334,0.0335,0.29,Facebook
43567.35,Food,45-54,Traffic,3442108,296702,15297,0.084,0.15,Pinterest
21668.85,Food,45-54,Awareness,2035382,22736,1824,0.0165,0.95,Twitter
706.04,Healthcare,35-44,Conversion,46203,4204,604,0.0876,0.17,Instagram
11351.11,Travel,13-17,Traffic,1256565,152805,18789,0.1272,0.07,YouTube Shorts
18587.46,Education,45-54,Traffic,1089287,20313,1731,0.018,0.92,Facebook
36380.22,Gaming,13-17,Engagement,3265682,228599,21983,0.0771,0.16,YouTube Shorts
5633.54,Real Estate,18-24,Awareness,332398,8736,263,0.0226,0.64,Twitter
17934.0,Fashion,35-44,Traffic,1598183,16264,1435,0.0114,1.1,Facebook
26871.06,Food,25-34,Lead Generation,1469196,99202,3813,0.0626,0.27,Pinterest
12159.84,E-commerce,45-54,Awareness,1360629,30967,2216,0.0232,0.39,Facebook
23497.8,Automotive,55+,Awareness,2359094,70151,3342,0.0308,0.33,Facebook
49564.62,Services,25-34,Lead Generation,5381482,289846,33922,0.052,0.17,Instagram
8382.32,Healthcare,13-17,Lead Generation,808050,26811,1540,0.034,0.31,Twitter
37973.29,Travel,18-24,Awareness,2932244,209185,21096,0.0613,0.18,Instagram
35576.78,Fashion,35-44,Traffic,2641942,212944,6890,0.0803,0.17,Pinterest
8774.77,Gaming,13-17,Traffic,947629,152870,22832,0.16,0.06,YouTube Shorts
10952.23,E-commerce,25-34,Lead Generation,860328,8947,715,0.0064,1.22,LinkedIn
16318.2,Fashion,55+,Engagement,1607996,11748,709,0.0119,1.39,Facebook
32003.08,Education,13-17,Lead Generation,3179889,60800,4716,0.0155,0.53,Twitter
20667.84,Real Estate,18-24,Engagement,2007888,41572,2341,0.027,0.5,Twitter
2820.98,Services,25-34,Engagement,230803,4915,328,0.0169,0.57,LinkedIn
13566.46,Services,35-44,Conversion,1284523,66668,3790,0.0573,0.2,Twitter
47767.17,Real Estate,18-24,Conversion,3703916,397509,47526,0.1074,0.12,YouTube Shorts
33574.37,Automotive,25-34,Awareness,2914816,96529,10225,0.0362,0.35,Instagram
22486.36,Fashion,25-34,Engagement,1855807,55395,2934,0.0241,0.41,Twitter
32974.5,Education,45-54,Awareness,3061011,107653,3759,0.0365,0.31,LinkedIn
11454.17,Automotive,25-34,Conversion,969553,23427,1438,0.0283,0.49,Pinterest
21692.24,Tech,55+,Traffic,1278789,44336,2127,0.0397,0.49,Twitter
34135.34,Fashion,25-34,Awareness,3051527,275311,51517,0.0941,0.12,Instagram
24166.65,Food,13-17,Awareness,1625780,53891,2128,0.0352,0.45,Twitter
8178.91,Tech,55+,Traffic,756025,39527,3532,0.0456,0.21,Twitter
28419.32,Automotive,13-17,Traffic,2617600,202891,36822,0.0752,0.14,YouTube Shorts
33868.17,Food,55+,Traffic,3422069,50190,1860,0.0121,0.67,Facebook
13873.7,Fashion,55+,Traffic,1179214,33439,1179,0.0227,0.41,Facebook
12198.05,Automotive,25-34,Conversion,1216890,22778,889,0.0194,0.54,LinkedIn
42060.5,Fashion,35-44,Conversion,3465501,19331,1295,0.0038,2.18,LinkedIn
27972.61,Travel,35-44,Conversion,2609990,159909,17105,0.0664,0.17,Pinterest
48640.05,Automotive,35-44,Engagement,4530853,132370,12109,0.025,0.37,LinkedIn
16394.83,E-commerce,18-24,Lead Generation,1516426,35140,6673,0.028,0.47,TikTok
14613.06,Education,13-17,Awareness,1203849,102151,13717,0.0868,0.14,YouTube Shorts
17202.37,Fashion,55+,Engagement,1559186,45412,3156,0.0295,0.38,Twitter
23308.41,Fashion,35-44,Traffic,1674371,175262,21533,0.1112,0.13,Instagram
45630.64,Tech,18-24,Traffic,2637094,122160,20788,0.0555,0.37,Instagram
30843.18,E-commerce,13-17,Traffic,2039123,124991,19659,0.0628,0.25,TikTok
49637.52,Tech,35-44,Conversion,4063288,197085,12263,0.044,0.25,Twitter
48334.51,Fashion,25-34,Traffic,3875546,86351,6766,0.008,0.56,LinkedIn
7260.62,Automotive,13-17,Conversion,725906,82921,15846,0.116,0.09,TikTok
11851.73,Education,55+,Conversion,979865,26850,922,0.0184,0.44,Facebook
41819.25,Healthcare,25-34,Lead Generation,3607496,22807,2548,0.0041,1.83,LinkedIn
18790.91,Fashion,13-17,Conversion,1791179,232273,6937,0.1295,0.08,YouTube Shorts
43157.95,E-commerce,35-44,Conversion,5033523,226614,26891,0.046,0.19,Instagram
13531.48,Education,35-44,Awareness,1469832,60282,1278,0.0462,0.22,Facebook
37481.72,Healthcare,13-17,Traffic,3035334,455806,38038,0.1514,0.08,TikTok
20747.91,Services,25-34,Lead Generation,1651624,35484,4064,0.0241,0.58,Instagram
49221.44,Fashion,45-54,Awareness,3524475,326876,20992,0.0883,0.15,Pinterest
15158.54,Real Estate,18-24,Engagement,1386678,236363,16567,0.172,0.06,YouTube Shorts
37913.9,Fashion,35-44,Engagement,2904633,79851,4748,0.0342,0.47,Facebook
20667.31,Fashion,18-24,Lead Generation,1510105,196592,21838,0.1404,0.11,TikTok
19741.87,E-commerce,25-34,Traffic,1778157,52243,3730,0.0316,0.38,Twitter
5277.39,Healthcare,35-44,Awareness,349956,8622,573,0.0224,0.61,Facebook
35184.58,E-commerce,35-44,Lead Generation,2851727,273706,36785,0.0915,0.13,Instagram
46085.93,Fashion,18-24,Engagement,2796958,268906,32026,0.1064,0.17,Instagram
10678.08,Education,45-54,Traffic,893594,52331,1257,0.0486,0.2,LinkedIn
26339.72,Travel,35-44,Awareness,2073804,41579,5130,0.0149,0.63,LinkedIn
18961.33,Gaming,25-34,Lead Generation,2272335,259544,38976,0.1109,0.07,TikTok
3191.61,Gaming,25-34,Traffic,291759,37368,2044,0.1257,0.09,Instagram
12057.37,Healthcare,25-34,Conversion,1183812,40181,2074,0.0308,0.3,Pinterest
36543.6,Healthcare,35-44,Awareness,1945977,70949,4539,0.0322,0.52,Twitter
28402.45,E-commerce,35-44,Engagement,2183277,36234,2209,0.0262,0.78,Facebook
26994.0,Automotive,25-34,Traffic,2571854,59575,3233,0.0314,0.45,LinkedIn
18710.42,Food,13-17,Awareness,1772034,122978,14666,0.0692,0.15,YouTube Shorts
14266.57,Tech,25-34,Traffic,1350648,28504,2114,0.0223,0.5,LinkedIn
31839.79,Gaming,55+,Lead Generation,2809066,108228,5244,0.0352,0.29,Facebook
42597.49,Healthcare,55+,Awareness,3515862,20281,1661,0.0135,2.1,Facebook
25229.22,Services,18-24,Awareness,3018241,435396,52669,0.143,0.06,YouTube Shorts
7850.08,E-commerce,25-34,Lead Generation,566167,51823,6522,0.0886,0.15,TikTok
17210.56,Education,18-24,Traffic,1151180,57781,10884,0.0521,0.3,YouTube Shorts
27764.29,Travel,35-44,Lead Generation,2885477,271876,20319,0.0849,0.1,Pinterest
22221.35,Automotive,25-34,Lead Generation,1986076,89960,11283,0.0472,0.25,Instagram
9184.04,Travel,25-34,Awareness,922037,94017,8307,0.0945,0.1,Instagram
13192.75,E-commerce,55+,Conversion,996878,26780,1607,0.0267,0.49,Facebook
23280.56,Automotive,25-34,Conversion,1513666,96094,16341,0.0685,0.24,Instagram
6519.82,Real Estate,45-54,Traffic,501486,13981,614,0.029,0.47,Facebook
31308.9,Education,25-34,Conversion,2608252,75256,12099,0.0372,0.42,Instagram
24130.02,Travel,35-44,Engagement,1026234,20535,140,0.0248,1.18,Pinterest
40406.93,Food,35-44,Engagement,3713408,91685,8217,0.0275,0.44,LinkedIn
9200.09,Real Estate,25-34,Traffic,842632,38789,3396,0.041,0.24,Instagram
47134.12,Tech,18-24,Lead Generation,3247134,304102,25755,0.0895,0.15,Twitter
5418.76,Automotive,25-34,Engagement,305634,36975,3993,0.12,0.15,YouTube Shorts
19348.37,Food,25-34,Lead Generation,2303297,5106,501,0.002,3.79,LinkedIn
47887.6,Tech,13-17,Engagement,3646487,543779,82218,0.1504,0.09,YouTube Shorts
10326.65,Education,25-34,Lead Generation,768251,28070,2190,0.033,0.37,LinkedIn
35849.74,Real Estate,25-34,Traffic,3398080,108504,22418,0.0326,0.33,Instagram
30723.3,Automotive,13-17,Traffic,3387386,504490,72693,0.1543,0.06,YouTube Shorts
23835.17,Education,13-17,Traffic,2189609,244502,30894,0.1175,0.1,TikTok
42316.97,Food,13-17,Awareness,3855823,304856,61841,0.0848,0.14,TikTok
21301.98,Gaming,13-17,Awareness,2676106,277721,20480,0.1046,0.08,TikTok
47043.25,Real Estate,35-44,Conversion,2827235,138349,10322,0.0479,0.34,LinkedIn
32314.97,Food,45-54,Lead Generation,2476865,51462,2799,0.0257,0.63,Facebook
7495.21,Fashion,25-34,Lead Generation,681424,17855,1539,0.0285,0.42,LinkedIn
44506.06,Automotive,25-34,Traffic,4610270,110049,3873,0.0248,0.4,Pinterest
9652.98,Travel,13-17,Engagement,666125,86991,9821,0.1306,0.11,TikTok
27033.18,Healthcare,13-17,Conversion,1605463,68905,9505,0.0545,0.39,TikTok
36317.48,Services,18-24,Traffic,1901192,88138,8364,0.0444,0.41,Instagram
16899.02,Education,35-44,Traffic,1474150,51743,1434,0.0357,0.33,Twitter
5904.63,Food,18-24,Awareness,477838,14382,854,0.0286,0.41,Twitter
36400.18,Automotive,25-34,Awareness,2755095,34457,2848,0.0213,1.06,Twitter
42692.66,E-commerce,18-24,Awareness,3571472,179729,26907,0.0551,0.24,Instagram
25305.28,Education,13-17,Traffic,1898081,330382,47925,0.1707,0.08,TikTok
28506.01,Healthcare,35-44,Awareness,2618844,54822,4603,0.0213,0.52,Facebook
13902.91,Real Estate,35-44,Awareness,938022,80251,12324,0.0906,0.17,Instagram
26662.32,Real Estate,13-17,Conversion,2125211,307706,71275,0.143,0.09,YouTube Shorts
13412.2,Services,35-44,Engagement,1037317,40576,3631,0.0421,0.33,LinkedIn
35578.22,E-commerce,55+,Traffic,2339108,84840,7468,0.0299,0.42,Facebook
16709.59,Tech,45-54,Lead Generation,1409561,90742,9779,0.0674,0.18,LinkedIn
24260.45,Fashion,18-24,Awareness,2593759,309685,38395,0.1197,0.08,YouTube Shorts
23826.99,Education,25-34,Conversion,1622068,127813,16861,0.0795,0.19,Instagram
35229.08,Tech,18-24,Traffic,2819967,178656,24978,0.0622,0.2,TikTok
3883.18,Gaming,18-24,Awareness,385873,30134,4392,0.0788,0.13,YouTube Shorts
11611.78,E-commerce,25-34,Traffic,1115370,53383,3396,0.0497,0.22,Instagram
36950.37,Services,18-24,Traffic,3240533,115613,18333,0.0397,0.32,Instagram
40401.6,Food,18-24,Conversion,3852362,355584,64970,0.0972,0.11,Instagram
23455.88,Real Estate,25-34,Traffic,1560155,141027,19620,0.0892,0.17,YouTube Shorts
22133.29,Gaming,35-44,Traffic,2091949,71131,4979,0.0339,0.31,Facebook
24135.87,Healthcare,25-34,Traffic,1713294,67079,6276,0.0353,0.36,Pinterest
14400.34,E-commerce,35-44,Traffic,1336502,134252,4839,0.0915,0.11,Pinterest
45008.32,Services,18-24,Traffic,4029679,274765,35352,0.058,0.16,Instagram
25701.18,Automotive,35-44,Awareness,2106454,44318,4713,0.0105,0.58,LinkedIn
32511.74,Education,55+,Lead Generation,2874373,73886,5407,0.0264,0.44,Twitter
33327.8,Travel,18-24,Lead Generation,2873549,408239,61814,0.1393,0.08,TikTok
12329.49,Education,25-34,Awareness,932109,95078,7921,0.1054,0.13,TikTok
30031.23,Services,18-24,Conversion,1943089,227086,33820,0.1142,0.13,TikTok
31498.08,Real Estate,18-24,Engagement,2381162,30445,1909,0.0128,1.03,Twitter
46599.49,Food,18-24,Traffic,4041000,416180,52017,0.096,0.11,YouTube Shorts
47473.95,Tech,13-17,Traffic,3590894,496754,64400,0.1447,0.1,YouTube Shorts
838.65,Automotive,13-17,Awareness,65580,8665,827,0.1346,0.1,TikTok
3856.68,Education,18-24,Engagement,346100,32011,160,0.0901,0.12,TikTok
45968.28,Automotive,25-34,Traffic,3430601,116311,7601,0.0385,0.4,LinkedIn
17078.21,Fashion,18-24,Engagement,1625986,46677,3558,0.0332,0.37,Twitter
1103.13,Real Estate,25-34,Conversion,101620,10910,1832,0.104,0.1,YouTube Shorts
7132.82,Education,18-24,Engagement,728928,71872,10352,0.1036,0.1,YouTube Shorts
32443.48,Gaming,35-44,Engagement,2764488,96770,8663,0.0411,0.34,Facebook
23058.36,Food,25-34,Awareness,1853424,197912,23910,0.1089,0.12,Instagram
24655.9,Education,45-54,Traffic,1798851,94147,8177,0.0456,0.26,Pinterest
17788.37,Real Estate,45-54,Lead Generation,1984844,41669,2020,0.0237,0.43,Pinterest
24823.12,Automotive,13-17,Awareness,1780051,131708,6790,0.0779,0.19,YouTube Shorts
13743.25,Gaming,35-44,Traffic,1568988,129362,13973,0.0822,0.11,Instagram
48072.36,Real Estate,13-17,Traffic,3935869,208875,3305,0.058,0.23,TikTok
21779.44,Services,25-34,Conversion,2096289,69880,9092,0.0296,0.31,Instagram
18837.45,Services,25-34,Awareness,1685592,92658,5327,0.057,0.2,LinkedIn
27847.2,Education,18-24,Conversion,2016350,197541,17323,0.0979,0.14,TikTok
40882.3,Fashion,35-44,Engagement,3120729,190795,21888,0.0666,0.21,Instagram
15582.38,Healthcare,55+,Conversion,1348541,40173,2639,0.024,0.39,Facebook
21461.15,Real Estate,35-44,Awareness,1410853,12180,1197,0.0152,1.76,Facebook
19053.19,Fashion,25-34,Lead Generation,1590696,40829,2354,0.0182,0.47,LinkedIn
22161.1,Fashion,25-34,Conversion,1848393,40071,3363,0.0176,0.55,LinkedIn
38735.51,E-commerce,18-24,Engagement,3102143,348318,62316,0.1164,0.11,YouTube Shorts
13332.16,Food,45-54,Awareness,1184019,93845,8437,0.0682,0.14,Pinterest
27413.63,Food,18-24,Lead Generation,1821457,181791,20316,0.1009,0.15,Instagram
9336.59,Services,18-24,Traffic,877053,92349,5993,0.1099,0.1,YouTube Shorts
12910.54,Tech,25-34,Lead Generation,1234960,11299,511,0.0054,1.14,Pinterest
527.4,Services,35-44,Conversion,45884,1094,83,0.0303,0.48,Pinterest
40770.61,Healthcare,35-44,Traffic,2647367,38482,4281,0.0126,1.06,LinkedIn
789.57,Tech,35-44,Traffic,81502,5598,264,0.0676,0.14,LinkedIn
21975.45,Education,25-34,Engagement,2508857,135951,15770,0.0654,0.16,Instagram
5260.65,Tech,18-24,Lead Generation,486088,9888,1202,0.0216,0.53,Instagram
39342.86,Tech,25-34,Awareness,3627438,251171,35956,0.0591,0.16,TikTok
45992.92,Real Estate,35-44,Conversion,3545526,195952,13600,0.0488,0.23,LinkedIn
2889.61,Services,45-54,Engagement,256201,11374,970,0.0364,0.25,LinkedIn
28090.05,Gaming,35-44,Engagement,2433141,107816,1173,0.0424,0.26,Pinterest
39509.77,Fashion,25-34,Awareness,3131099,404214,36366,0.1269,0.1,Instagram
30542.19,Services,45-54,Traffic,2094957,14010,1474,0.0055,2.18,Facebook
41448.42,Education,35-44,Engagement,3067022,134986,10638,0.0342,0.31,Pinterest
12246.86,Automotive,35-44,Lead Generation,1056437,74628,10765,0.0699,0.16,Instagram
25795.69,Gaming,35-44,Lead Generation,2425987,79261,4765,0.0393,0.33,Pinterest
6078.68,Gaming,25-34,Conversion,499914,23766,1383,0.0432,0.26,Twitter
33699.69,Real Estate,18-24,Conversion,2575374,151818,14295,0.0529,0.22,Instagram
16786.85,Services,35-44,Lead Generation,1494216,43255,4206,0.0242,0.39,Pinterest
41450.28,Food,35-44,Engagement,4087192,2319,114,0.0058,17.87,Facebook
20130.76,Healthcare,18-24,Lead Generation,1984643,204910,32269,0.0962,0.1,TikTok
40413.5,Food,18-24,Engagement,3816975,360395,35885,0.1023,0.11,TikTok
42628.58,Fashion,18-24,Awareness,4401441,488534,50565,0.1043,0.09,YouTube Shorts
39254.79,Real Estate,18-24,Lead Generation,3379896,459645,74838,0.1301,0.09,YouTube Shorts
48930.27,Gaming,25-34,Conversion,3784325,30354,2794,0.015,1.61,LinkedIn
19248.34,Gaming,45-54,Traffic,1564787,51259,3591,0.0386,0.38,Pinterest
10195.82,Healthcare,35-44,Conversion,663865,22204,1231,0.0334,0.46,LinkedIn
9082.64,Travel,18-24,Conversion,924932,129433,6000,0.1438,0.07,YouTube Shorts
5177.31,Services,35-44,Awareness,279653,2983,245,0.0185,1.74,Facebook
38311.22,Education,25-34,Awareness,2850151,206303,15863,0.0674,0.19,Instagram
43705.16,Real Estate,25-34,Conversion,3092510,445658,34838,0.1349,0.1,YouTube Shorts
13662.95,Gaming,13-17,Awareness,659066,107363,13108,0.1617,0.13,TikTok
43211.04,E-commerce,35-44,Lead Generation,3864441,301997,22629,0.0846,0.14,Pinterest
19676.79,E-commerce,13-17,Engagement,1403258,90389,5321,0.0695,0.22,TikTok
43938.25,Fashion,45-54,Traffic,3617957,78692,6021,0.0268,0.56,Twitter
14683.8,Travel,35-44,Awareness,1290784,28744,1332,0.0284,0.51,Facebook
39340.97,Food,25-34,Lead Generation,4408831,269846,29159,0.056,0.15,Instagram
1585.06,Services,13-17,Engagement,107423,10862,1432,0.0939,0.15,TikTok
22123.21,Fashion,25-34,Lead Generation,1593634,58903,3021,0.0364,0.38,LinkedIn
25001.52,Gaming,35-44,Conversion,2100455,37767,4165,0.0169,0.66,Facebook
26782.05,Services,25-34,Conversion,2097792,109262,9857,0.0514,0.25,Instagram
1257.4,Fashion,13-17,Lead Generation,106202,12632,2464,0.1173,0.1,TikTok
24272.69,Travel,18-24,Awareness,2170345,195487,26681,0.0953,0.12,YouTube Shorts
10903.42,Tech,25-34,Lead Generation,865578,361,40,0.0039,30.14,TikTok
34477.13,Healthcare,25-34,Traffic,3221716,75316,7327,0.0236,0.46,TikTok
49480.79,Services,18-24,Awareness,4576579,142779,6713,0.0361,0.35,Twitter
20944.23,Fashion,25-34,Awareness,1002718,30324,2445,0.0255,0.69,Twitter
11240.61,Automotive,35-44,Engagement,902812,63150,12489,0.07,0.18,Instagram
39660.76,Fashion,25-34,Engagement,3522664,315355,39101,0.0845,0.13,Instagram
13738.65,Services,13-17,Awareness,1155899,62693,4045,0.0591,0.22,Twitter
7831.75,Travel,45-54,Awareness,767845,8674,712,0.0127,0.9,LinkedIn
25628.41,Healthcare,35-44,Engagement,2486334,78440,1278,0.0276,0.33,Facebook
35472.88,Fashion,18-24,Lead Generation,3493898,467807,72001,0.1328,0.08,YouTube Shorts
34067.78,Real Estate,35-44,Engagement,3130600,69617,4912,0.0235,0.49,Pinterest
32608.2,Fashion,25-34,Awareness,2648667,233513,28104,0.084,0.14,Instagram
12735.38,Education,45-54,Traffic,927402,13525,911,0.0269,0.94,Facebook
26759.93,Automotive,18-24,Lead Generation,2036788,108506,18942,0.048,0.25,Instagram
30430.06,Services,18-24,Lead Generation,3159658,370794,35543,0.1145,0.08,TikTok
34115.45,E-commerce,35-44,Awareness,2402814,48993,2972,0.0247,0.7,Facebook
40321.2,Automotive,35-44,Awareness,3600075,134804,6373,0.0348,0.3,Pinterest
31418.96,Education,25-34,Traffic,2884012,357113,47605,0.1248,0.09,TikTok
10748.58,Healthcare,35-44,Traffic,852297,30623,4138,0.0295,0.35,Facebook
3945.75,Services,55+,Lead Generation,240728,9875,366,0.0383,0.4,Facebook
38204.25,Healthcare,35-44,Engagement,2423324,55493,2720,0.0231,0.69,Instagram
33151.81,Real Estate,13-17,Awareness,3195680,24158,2244,0.0113,1.37,Twitter
15359.75,Education,25-34,Conversion,1064490,98885,11955,0.0889,0.16,YouTube Shorts
24985.46,Automotive,35-44,Traffic,2974979,129878,2293,0.0386,0.19,Twitter
17649.65,Tech,45-54,Traffic,1554844,30550,1951,0.0156,0.58,Pinterest
9102.98,Travel,35-44,Awareness,900863,30920,1340,0.0324,0.29,Twitter
29706.68,Food,18-24,Awareness,3174281,464693,45568,0.1451,0.06,YouTube Shorts
10611.49,Gaming,45-54,Traffic,898549,67738,3800,0.0721,0.16,Twitter
7769.92,Travel,35-44,Lead Generation,592218,36566,2169,0.0691,0.21,Pinterest
8380.11,E-commerce,25-34,Awareness,699576,37585,6431,0.0531,0.22,Instagram
46984.05,Healthcare,18-24,Lead Generation,3744247,319494,54534,0.0856,0.15,TikTok
15860.21,Healthcare,25-34,Engagement,1702055,77496,4787,0.0372,0.2,Twitter
10732.83,Real Estate,18-24,Engagement,955688,67766,8833,0.0722,0.16,YouTube Shorts
35757.11,Education,25-34,Lead Generation,3018732,110308,16346,0.042,0.32,Instagram
7393.05,Gaming,45-54,Conversion,495804,13274,1238,0.0276,0.56,Pinterest
17682.05,Fashion,25-34,Lead Generation,1084597,99886,12986,0.0925,0.18,TikTok
17660.3,Tech,35-44,Traffic,1686918,73027,5235,0.0518,0.24,LinkedIn
1862.46,E-commerce,25-34,Conversion,129588,2119,205,0.0153,0.88,LinkedIn
7727.64,Automotive,35-44,Conversion,820412,21198,1798,0.0267,0.36,Pinterest
44095.48,Travel,18-24,Conversion,4514354,469600,48777,0.1093,0.09,Instagram
12115.72,Travel,25-34,Lead Generation,823890,78749,5541,0.0947,0.15,Instagram
36810.62,Tech,25-34,Engagement,3146483,171095,19112,0.0561,0.22,Instagram
49004.09,Food,35-44,Lead Generation,4656601,150590,11094,0.0251,0.33,Facebook
49714.51,Gaming,35-44,Traffic,3436111,169401,14590,0.0498,0.29,Pinterest
